,year,rank,title,artist
5532,2008,81,Love Story,Taylor Swift
5533,2008,82,Just Fine,Mary J. Blige
5534,2008,83,Piece of Me,Britney Spears
5535,2008,84,The Boss,Rick Ross
5536,2008,85,All Summer Long,Kid Rock
5537,2008,86,Can't Help but Wait,Trey Songz
5538,2008,87,In Love with a Girl,Gavin DeGraw
5539,2008,88,My Life,The Game
5540,2008,89,I Remember,Keyshia Cole
5541,2008,90,Flashing Lights,Kanye West
5542,2008,91,Mrs. Officer,Lil Wayne
5543,2008,92,7 Things,Miley Cyrus
5544,2008,93,You're Gonna Miss This,Trace Adkins
5545,2008,94,Love Remains the Same,Gavin Rossdale
5546,2008,95,Feels Like Tonight,Daughtry
5547,2008,96,The Way I Are,Timbaland
5548,2008,97,Addicted,Saving Abel
5549,2008,98,Into the Night,Santana
5550,2008,99,Heaven Sent,Keyshia Cole
5551,2008,100,She Got It,2 Pistols
5552,2009,,,
5553,2009,1,Boom Boom Pow,The Black Eyed Peas
5554,2009,2,Poker Face,Lady Gaga
5555,2009,3,Just Dance,Lady Gaga
5556,2009,4,I Gotta Feeling,The Black Eyed Peas
5557,2009,5,Love Story,Taylor Swift
5558,2009,6,Right Round,Flo Rida
5559,2009,7,I'm Yours,Jason Mraz
5560,2009,8,Single Ladies (Put a Ring on It),Beyoncé
5561,2009,9,Heartless,Kanye West
5562,2009,10,Gives You Hell,The All-American Rejects
5563,2009,11,You Belong with Me,Taylor Swift
5564,2009,12,Dead and Gone,T.I.
5565,2009,13,You Found Me,The Fray
5566,2009,14,Use Somebody,Kings of Leon
5567,2009,15,Knock You Down,Keri Hilson
5568,2009,16,Blame It,Jamie Foxx
5569,2009,17,I Know You Want Me (Calle Ocho),Pitbull
5570,2009,18,Live Your Life,T.I.
5571,2009,19,Kiss Me thru the Phone,Soulja Boy Tell 'Em
5572,2009,20,Down,Jay Sean
5573,2009,21,The Climb,Miley Cyrus
5574,2009,22,Best I Ever Had,Drake
5575,2009,23,My Life Would Suck Without You,Kelly Clarkson
5576,2009,24,Halo,Beyoncé
5577,2009,25,Hot n Cold,Katy Perry
5578,2009,26,Second Chance,Shinedown
5579,2009,27,Circus,Britney Spears
5580,2009,28,Day 'n' Nite,Kid Cudi
5581,2009,29,Party in the U.S.A.,Miley Cyrus
5582,2009,30,Don't Trust Me,3OH!3
5583,2009,31,Run This Town,Jay-Z
5584,2009,32,Let It Rock,Kevin Rudolf
5585,2009,33,Fire Burning,Sean Kingston
5586,2009,34,Whatcha Say,Jason Derulo
5587,2009,35,LoveGame,Lady Gaga
5588,2009,36,Waking Up in Vegas,Katy Perry
5589,2009,37,Birthday Sex,Jeremih
5590,2009,38,Sober,Pink
5591,2009,39,Womanizer,Britney Spears
5592,2009,40,Whatever You Like,T.I.
5593,2009,41,Obsessed,Mariah Carey
5594,2009,42,Mad,Ne-Yo
5595,2009,43,Good Girls Go Bad,Cobra Starship
5596,2009,44,Love Lockdown,Kanye West
5597,2009,45,So What,Pink
5598,2009,46,Hotel Room Service,Pitbull
5599,2009,47,Crack a Bottle,Eminem
5600,2009,48,If I Were a Boy,Beyoncé
5601,2009,49,Turnin Me On,Keri Hilson
5602,2009,50,I Hate This Part,Pussycat Dolls
5603,2009,51,Gotta Be Somebody,Nickelback
5604,2009,52,Please Don't Leave Me,Pink
5605,2009,53,Paparazzi,Lady Gaga
5606,2009,54,Beautiful,Akon
5607,2009,55,Viva la Vida,Coldplay
5608,2009,56,Right Now (Na Na Na),Akon
5609,2009,57,Battlefield,Jordin Sparks
5610,2009,58,Sugar,Flo Rida
5611,2009,59,Miss Independent,Ne-Yo
5612,2009,60,Fireflies,Owl City
5613,2009,61,New Divide,Linkin Park
5614,2009,62,Empire State of Mind,Jay-Z
5615,2009,63,No Surprise,Daughtry
5616,2009,64,She Wolf,Shakira
5617,2009,65,Break Up,Mario
5618,2009,66,Sweet Dreams,Beyoncé
5619,2009,67,Every Girl,Young Money
5620,2009,68,Fallin' for You,Colbie Caillat
5621,2009,69,Untouched,The Veronicas
5622,2009,70,If Today Was Your Last Day,Nickelback
5623,2009,71,Throw It in the Bag,Fabolous
5624,2009,72,Love Drunk,Boys Like Girls
5625,2009,73,I Love College,Asher Roth
5626,2009,74,If U Seek Amy,Britney Spears
5627,2009,75,Big Green Tractor,Jason Aldean
5628,2009,76,White Horse,Taylor Swift
5629,2009,77,Disturbia,Rihanna
5630,2009,78,21 Guns,Green Day
5631,2009,79,Turn My Swag On,Soulja Boy Tell 'Em
5632,2009,80,Rockin' That Thang,The-Dream
5633,2009,81,Chicken Fried,Zac Brown Band
5634,2009,82,Diva,Beyoncé
5635,2009,83,Replay,Iyaz
5636,2009,84,Then,Brad Paisley
5637,2009,85,Her Diamonds,Rob Thomas
5638,2009,86,How Do You Sleep?,Jesse McCartney
5639,2009,87,3,Britney Spears
5640,2009,88,Forever,Drake
5641,2009,89,One Time,Justin Bieber
5642,2009,90,I Run to You,Lady Antebellum
5643,2009,91,I Do Not Hook Up,Kelly Clarkson
5644,2009,92,Green Light,John Legend
5645,2009,93,People Are Crazy,Billy Currington
5646,2009,94,Whatever It Is,Zac Brown Band
5647,2009,95,Already Gone,Kelly Clarkson
5648,2009,96,Goodbye,Kristinia DeBarge
5649,2009,97,Say Hey (I Love You),Michael Franti & Spearhead
5650,2009,98,Pop Champagne,Jim Jones
5651,2009,99,Pretty Wings,Maxwell
5652,2009,100,Never Say Never,The Fray
5653,2010,,,
5654,2010,1,Tik Tok,Kesha
5655,2010,2,Need You Now,Lady Antebellum
5656,2010,3,"Hey, Soul Sister",Train
5657,2010,4,California Gurls,Katy Perry
5658,2010,5,OMG,Usher
5659,2010,6,Airplanes,B.o.B
5660,2010,7,Love the Way You Lie,Eminem
5661,2010,8,Bad Romance,Lady Gaga
5662,2010,9,Dynamite,Taio Cruz
5663,2010,10,Break Your Heart,Taio Cruz
5664,2010,11,Nothin' on You,B.o.B
5665,2010,12,I Like It,Enrique Iglesias
5666,2010,13,BedRock,Young Money
5667,2010,14,In My Head,Jason Derulo
5668,2010,15,Rude Boy,Rihanna
5669,2010,16,Telephone,Lady Gaga
5670,2010,17,Teenage Dream,Katy Perry
5671,2010,18,Just the Way You Are,Bruno Mars
5672,2010,19,Cooler Than Me,Mike Posner
5673,2010,20,Imma Be,The Black Eyed Peas
5674,2010,21,Empire State of Mind,Jay-Z
5675,2010,22,DJ Got Us Fallin' in Love,Usher
5676,2010,23,Billionaire,Travie McCoy
5677,2010,24,Not Afraid,Eminem
5678,2010,25,Replay,Iyaz
5679,2010,26,Sexy Bitch,David Guetta
5680,2010,27,Breakeven,The Script
5681,2010,28,Your Love Is My Drug,Kesha
5682,2010,29,I Gotta Feeling,The Black Eyed Peas
5683,2010,30,Fireflies,Owl City
5684,2010,31,Say Aah,Trey Songz
5685,2010,32,Find Your Love,Drake
5686,2010,33,Alejandro,Lady Gaga
5687,2010,34,Ridin' Solo,Jason Derulo
5688,2010,35,Just a Dream,Nelly
5689,2010,36,How Low,Ludacris
5690,2010,37,Like a G6,Far East Movement
5691,2010,38,Carry Out,Timbaland
5692,2010,39,Haven't Met You Yet,Michael Bublé
5693,2010,40,Club Can't Handle Me,Flo Rida
5694,2010,41,Down,Jay Sean
5695,2010,42,Bulletproof,La Roux
5696,2010,43,Whatcha Say,Jason Derulo
5697,2010,44,Baby,Justin Bieber
5698,2010,45,Whataya Want from Me,Adam Lambert
5699,2010,46,Mine,Taylor Swift
5700,2010,47,Only Girl (In the World),Rihanna
5701,2010,48,Live Like We're Dying,Kris Allen
5702,2010,49,Hard,Rihanna
5703,2010,50,Young Forever,Jay-Z
5704,2010,51,Blah Blah Blah,Kesha
5705,2010,52,Bottoms Up,Trey Songz
5706,2010,53,Do You Remember,Jay Sean
5707,2010,54,All the Right Moves,OneRepublic
5708,2010,55,According to You,Orianthi
5709,2010,56,My Chick Bad,Ludacris
5710,2010,57,You Belong with Me,Taylor Swift
5711,2010,58,Meet Me Halfway,The Black Eyed Peas
5712,2010,59,Take It Off,Kesha
5713,2010,60,Over,Drake
5714,2010,61,Animal,Neon Trees
5715,2010,62,Misery,Maroon 5
5716,2010,63,Magic,B.o.B
5717,2010,64,Paparazzi,Lady Gaga
5718,2010,65,Tie Me Down,New Boyz
5719,2010,66,Your Love,Nicki Minaj
5720,2010,67,Party in the U.S.A.,Miley Cyrus
5721,2010,68,Deuces,Chris Brown
5722,2010,69,3,Britney Spears
5723,2010,70,Impossible,Shontelle
5724,2010,71,Forever,Drake
5725,2010,72,Two Is Better Than One,Boys Like Girls
5726,2010,73,My First Kiss,3OH!3
5727,2010,74,Already Gone,Kelly Clarkson
5728,2010,75,Rock That Body,The Black Eyed Peas
5729,2010,76,Secrets,OneRepublic
5730,2010,77,Naturally,Selena Gomez & the Scene
5731,2010,78,Un-Thinkable (I'm Ready),Alicia Keys
5732,2010,79,All I Do Is Win,DJ Khaled
5733,2010,80,I Made It (Cash Money Heroes),Kevin Rudolf
5734,2010,81,Stuck Like Glue,Sugarland
5735,2010,82,Hey Daddy (Daddy's Home),Usher
5736,2010,83,There Goes My Baby,Usher
5737,2010,84,Today Was a Fairytale,Taylor Swift
5738,2010,85,Say Something,Timbaland
5739,2010,86,Sweet Dreams,Beyoncé
5740,2010,87,Use Somebody,Kings of Leon
5741,2010,88,Undo It,Carrie Underwood
5742,2010,89,Eenie Meenie,Sean Kingston
5743,2010,90,Right Above It,Lil Wayne
5744,2010,91,The House That Built Me,Miranda Lambert
5745,2010,92,If I Die Young,The Band Perry
5746,2010,93,The Only Exception,Paramore
5747,2010,94,American Honey,Lady Antebellum
5748,2010,95,King of Anything,Sara Bareilles
5749,2010,96,Life After You,Daughtry
5750,2010,97,Smile,Uncle Kracker
5751,2010,98,Teach Me How to Dougie,Cali Swag District
5752,2010,99,Try Sleeping with a Broken Heart,Alicia Keys
5753,2010,100,"Lover, Lover",Jerrod Niemann
5754,2011,,,
5755,2011,1,Rolling in the Deep,Adele
5756,2011,2,Party Rock Anthem,LMFAO
5757,2011,3,Firework,Katy Perry
5758,2011,4,E.T.,Katy Perry
5759,2011,5,Give Me Everything,Pitbull
5760,2011,6,Grenade,Bruno Mars
5761,2011,7,F**K You (Forget You),CeeLo Green
5762,2011,8,Super Bass,Nicki Minaj
5763,2011,9,Moves like Jagger,Maroon 5
5764,2011,10,Just Can't Get Enough,The Black Eyed Peas
5765,2011,11,On the Floor,Jennifer Lopez
5766,2011,12,S&M,Rihanna
5767,2011,13,Pumped Up Kicks,Foster the People
5768,2011,14,Last Friday Night (T.G.I.F.),Katy Perry
5769,2011,15,Just the Way You Are,Bruno Mars
5770,2011,16,Tonight (I'm Lovin' You),Enrique Iglesias
5771,2011,17,Raise Your Glass,Pink
5772,2011,18,Born This Way,Lady Gaga
5773,2011,19,F**kin' Perfect,Pink
5774,2011,20,What's My Name?,Rihanna
5775,2011,21,Look at Me Now,Chris Brown
5776,2011,22,Down on Me,Jeremih
5777,2011,23,How to Love,Lil Wayne
5778,2011,24,Someone Like You,Adele
5779,2011,25,Good Life,OneRepublic
5780,2011,26,The Lazy Song,Bruno Mars
5781,2011,27,Till the World Ends,Britney Spears
5782,2011,28,The Show Goes On,Lupe Fiasco
5783,2011,29,The Edge of Glory,Lady Gaga
5784,2011,30,We R Who We R,Kesha
5785,2011,31,Black and Yellow,Wiz Khalifa
5786,2011,32,Tonight Tonight,Hot Chelle Rae
5787,2011,33,Blow,Kesha
5788,2011,34,Lighters,Bad Meets Evil
5789,2011,35,If I Die Young,The Band Perry
5790,2011,36,Stereo Hearts,Gym Class Heroes
5791,2011,37,The Time (Dirty Bit),The Black Eyed Peas
5792,2011,38,Coming Home,Diddy – Dirty Money
5793,2011,39,Hey Baby (Drop It to the Floor),Pitbull
5794,2011,40,Only Girl (In the World),Rihanna
5795,2011,41,6 Foot 7 Foot,Lil Wayne
5796,2011,42,Just a Kiss,Lady Antebellum
5797,2011,43,Dirt Road Anthem,Jason Aldean
5798,2011,44,Dynamite,Taio Cruz
5799,2011,45,No Hands,Waka Flocka Flame
5800,2011,46,I Wanna Go,Britney Spears
5801,2011,47,I'm on One,DJ Khaled
5802,2011,48,You Make Me Feel...,Cobra Starship
5803,2011,49,Yeah 3x,Chris Brown
5804,2011,50,Moment 4 Life,Nicki Minaj
5805,2011,51,I Need a Doctor,Dr. Dre
5806,2011,52,Just a Dream,Nelly
5807,2011,53,Motivation,Kelly Rowland
5808,2011,54,Stereo Love,Edward Maya
5809,2011,55,Jar of Hearts,Christina Perri
5810,2011,56,Roll Up,Wiz Khalifa
5811,2011,57,Sexy and I Know It,LMFAO
5812,2011,58,Rocketeer,Far East Movement
5813,2011,59,All of the Lights,Kanye West
5814,2011,60,Hold It Against Me,Britney Spears
5815,2011,61,More,Usher
5816,2011,62,What the Hell,Avril Lavigne
5817,2011,63,Written in the Stars,Tinie Tempah
5818,2011,64,Bottoms Up,Trey Songz
5819,2011,65,DJ Got Us Fallin' in Love,Usher
5820,2011,66,For the First Time,The Script
5821,2011,67,Honey Bee,Blake Shelton
5822,2011,68,Don't You Wanna Stay,Jason Aldean
5823,2011,69,We Found Love,Rihanna
5824,2011,70,Pretty Girl Rock,Keri Hilson
5825,2011,71,Yoü and I,Lady Gaga
5826,2011,72,Like a G6,Far East Movement
5827,2011,73,Without You,David Guetta
5828,2011,74,Back to December,Taylor Swift
5829,2011,75,Teenage Dream,Katy Perry
5830,2011,76,Crazy Girl,Eli Young Band
5831,2011,77,Cheers (Drink to That),Rihanna
5832,2011,78,Who Says,Selena Gomez & the Scene
5833,2011,79,Barefoot Blue Jean Night,Jake Owen
5834,2011,80,Knee Deep,Zac Brown Band
5835,2011,81,Country Girl (Shake It for Me),Luke Bryan
5836,2011,82,Remind Me,Brad Paisley
5837,2011,83,In the Dark,Dev
5838,2011,84,Backseat,New Boyz
5839,2011,85,Headlines,Drake
5840,2011,86,Best Thing I Never Had,Beyoncé
5841,2011,87,Don't Wanna Go Home,Jason Derulo
5842,2011,88,Where Them Girls At,David Guetta
5843,2011,89,She Ain't You,Chris Brown
5844,2011,90,Take a Back Road,Rodney Atkins
5845,2011,91,Please Don't Go,Mike Posner
5846,2011,92,Sure Thing,Miguel
5847,2011,93,Price Tag,Jessie J
5848,2011,94,God Gave Me You,Blake Shelton
5849,2011,95,She Will,Lil Wayne
5850,2011,96,Are You Gonna Kiss Me or Not,Thompson Square
5851,2011,97,Animal,Neon Trees
5852,2011,98,You and Tequila,Kenny Chesney
5853,2011,99,Colder Weather,Zac Brown Band
5854,2011,100,My Last,Big Sean
5855,2012,,,
5856,2012,1,Somebody That I Used to Know,Gotye
5857,2012,2,Call Me Maybe,Carly Rae Jepsen
5858,2012,3,We Are Young,Fun
5859,2012,4,Payphone,Maroon 5
5860,2012,5,Lights,Ellie Goulding
5861,2012,6,Glad You Came,The Wanted
5862,2012,7,Stronger (What Doesn't Kill You),Kelly Clarkson
5863,2012,8,We Found Love,Rihanna
5864,2012,9,Starships,Nicki Minaj
5865,2012,10,What Makes You Beautiful,One Direction
5866,2012,11,Wild Ones,Flo Rida
5867,2012,12,Set Fire to the Rain,Adele
5868,2012,13,Sexy and I Know It,LMFAO
5869,2012,14,Some Nights,Fun
5870,2012,15,Wide Awake,Katy Perry
5871,2012,16,Good Feeling,Flo Rida
5872,2012,17,Whistle,
5873,2012,18,One More Night,Maroon 5
5874,2012,19,Drive By,Train
5875,2012,20,The Motto,Drake
5876,2012,21,Where Have You Been,Rihanna
5877,2012,22,Everybody Talks,Neon Trees
5878,2012,23,Take Care,Drake
5879,2012,24,Titanium,David Guetta
5880,2012,25,I Won't Give Up,Jason Mraz
5881,2012,26,It Will Rain,Bruno Mars
5882,2012,27,Mercy,Kanye West
5883,2012,28,Boyfriend,Justin Bieber
5884,2012,29,Party Rock Anthem,LMFAO
5885,2012,30,Too Close,Alex Clare
5886,2012,31,Part of Me,Katy Perry
5887,2012,32,"Young, Wild & Free",Snoop Dogg
5888,2012,33,We Are Never Ever Getting Back Together,Taylor Swift
5889,2012,34,As Long as You Love Me,Justin Bieber
5890,2012,35,Turn Me On,David Guetta
5891,2012,36,Moves like Jagger,Maroon 5
5892,2012,37,Blow Me (One Last Kiss),Pink
5893,2012,38,Good Time,Owl City
5894,2012,39,Give Your Heart a Break,Demi Lovato
5895,2012,40,Niggas in Paris,Jay-Z
5896,2012,41,The One That Got Away,Katy Perry
5897,2012,42,Feel So Close,Calvin Harris
5898,2012,43,Someone like You,Adele
5899,2012,44,Scream,Usher
5900,2012,45,Rack City,Tyga
5901,2012,46,Domino,Jessie J
5902,2012,47,Gangnam Style,Psy
5903,2012,48,International Love,Pitbull
5904,2012,49,Home,Phillip Phillips
5905,2012,50,Without You,David Guetta
5906,2012,51,Ass Back Home,Gym Class Heroes
5907,2012,52,Wanted,Hunter Hayes
5908,2012,53,Drunk on You,Luke Bryan
5909,2012,54,No Lie,2 Chainz
5910,2012,55,Want U Back,Cher Lloyd
5911,2012,56,Don't Wake Me Up,Chris Brown
5912,2012,57,Dance (A$$),Big Sean
5913,2012,58,Springsteen,Eric Church
5914,2012,59,Brokenhearted,Karmin
5915,2012,60,Not Over You,Gavin DeGraw
5916,2012,61,Stereo Hearts,Gym Class Heroes
5917,2012,62,Back in Time,Pitbull
5918,2012,63,Work Out,J. Cole
5919,2012,64,Rumour Has It,Adele
5920,2012,65,Let's Go,Calvin Harris
5921,2012,66,Good Girl,Carrie Underwood
5922,2012,67,Pontoon,Little Big Town
5923,2012,68,Ho Hey,The Lumineers
5924,2012,69,Paradise,Coldplay
5925,2012,70,Blown Away,Carrie Underwood
5926,2012,71,Rolling in the Deep,Adele
5927,2012,72,Climax,Usher
5928,2012,73,"Work Hard, Play Hard",Wiz Khalifa
5929,2012,74,Let Me Love You (Until You Learn to Love Yourself),Ne-Yo
5930,2012,75,Pound the Alarm,Nicki Minaj
5931,2012,76,Come Over,Kenny Chesney
5932,2012,77,Heart Attack,Trey Songz
5933,2012,78,Drank in My Cup,Kirko Bangz
5934,2012,79,Birthday Cake,Rihanna
5935,2012,80,So Good,B.o.B
5936,2012,81,50 Ways to Say Goodbye,Train
5937,2012,82,Red Solo Cup,Toby Keith
5938,2012,83,Love You Like a Love Song,Selena Gomez & the Scene
5939,2012,84,Turn Up the Music,Chris Brown
5940,2012,85,Die Young,Kesha
5941,2012,86,5 O'Clock,T-Pain
5942,2012,87,A Thousand Years,Christina Perri
5943,2012,88,Take a Little Ride,Jason Aldean
5944,2012,89,You da One,Rihanna
5945,2012,90,We Run the Night,Havana Brown
5946,2012,91,It's Time,Imagine Dragons
5947,2012,92,Cashin' Out,Cash Out
5948,2012,93,I Don't Want This Night to End,Luke Bryan
5949,2012,94,Diamonds,Rihanna
5950,2012,95,Hard to Love,Lee Brice
5951,2012,96,Somethin' 'Bout a Truck,Kip Moore
5952,2012,97,Adorn,Miguel
5953,2012,98,Fly Over States,Jason Aldean
5954,2012,99,Even If It Breaks Your Heart,Eli Young Band
5955,2012,100,Burn It Down,Linkin Park
5956,2013,,,
5957,2013,1,Thrift Shop,Macklemore & Ryan Lewis
5958,2013,2,Blurred Lines,Robin Thicke
5959,2013,3,Radioactive,Imagine Dragons
5960,2013,4,Harlem Shake,Baauer
5961,2013,5,Can't Hold Us,Macklemore & Ryan Lewis
5962,2013,6,Mirrors,Justin Timberlake
5963,2013,7,Just Give Me a Reason,Pink
5964,2013,8,When I Was Your Man,Bruno Mars
5965,2013,9,Cruise,Florida Georgia Line
5966,2013,10,Roar,Katy Perry
5967,2013,11,Locked Out of Heaven,Bruno Mars
5968,2013,12,Ho Hey,The Lumineers
5969,2013,13,Stay,Rihanna
5970,2013,14,Get Lucky,Daft Punk
5971,2013,15,Royals,Lorde
5972,2013,16,I Knew You Were Trouble,Taylor Swift
5973,2013,17,We Can't Stop,Miley Cyrus
5974,2013,18,Wrecking Ball,
5975,2013,19,Wake Me Up,Avicii
5976,2013,20,Suit & Tie,Justin Timberlake
5977,2013,21,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick
5978,2013,22,Holy Grail,Jay-Z
5979,2013,23,Scream & Shout,will.i.am
5980,2013,24,Clarity,Zedd
5981,2013,25,Sail,Awolnation
5982,2013,26,Don't You Worry Child,Swedish House Mafia
5983,2013,27,Diamonds,Rihanna
5984,2013,28,I Love It,Icona Pop
5985,2013,29,Safe and Sound,Capital Cities
5986,2013,30,Treasure,Bruno Mars
5987,2013,31,The Way,Ariana Grande
5988,2013,32,Started from the Bottom,Drake
5989,2013,33,Come & Get It,Selena Gomez
5990,2013,34,"Hold On, We're Going Home",Drake
5991,2013,35,Daylight,Maroon 5
5992,2013,36,Feel This Moment,Pitbull
5993,2013,37,Applause,Lady Gaga
5994,2013,38,One More Night,Maroon 5
5995,2013,39,Love Me,Lil Wayne
5996,2013,40,My Songs Know What You Did in the Dark (Light Em Up),Fall Out Boy
5997,2013,41,Fuckin' Problems,ASAP Rocky
5998,2013,42,Beauty and a Beat,Justin Bieber
5999,2013,43,Same Love,Macklemore & Ryan Lewis
6000,2013,44,Sweet Nothing,Calvin Harris
6001,2013,45,Summertime Sadness,Lana Del Rey
6002,2013,46,Home,Phillip Phillips
6003,2013,47,It's Time,Imagine Dragons
6004,2013,48,Power Trip,J. Cole
6005,2013,49,Girl on Fire,Alicia Keys
6006,2013,50,Heart Attack,Demi Lovato
6007,2013,51,Love Somebody,Maroon 5
6008,2013,52,I Will Wait,Mumford & Sons
6009,2013,53,Try,Pink
6010,2013,54,Wagon Wheel,Darius Rucker
6011,2013,55,Gangnam Style,Psy
6012,2013,56,I Need Your Love,Calvin Harris
6013,2013,57,Die Young,Kesha
6014,2013,58,Some Nights,Fun
6015,2013,59,Bad,Wale
6016,2013,60,Boys 'Round Here,Blake Shelton
6017,2013,61,"Gone, Gone, Gone",Phillip Phillips
6018,2013,62,Demons,Imagine Dragons
6019,2013,63,Counting Stars,OneRepublic
6020,2013,64,I Cry,Flo Rida
6021,2013,65,Little Talks,Of Monsters and Men
6022,2013,66,The Other Side,Jason Derulo
6023,2013,67,Berzerk,Eminem
6024,2013,68,Catch My Breath,Kelly Clarkson
6025,2013,69,Crash My Party,Luke Bryan
6026,2013,70,Pour It Up,Rihanna
6027,2013,71,22,Taylor Swift
6028,2013,72,I Want Crazy,Hunter Hayes
6029,2013,73,The Fox (What Does the Fox Say?),Ylvis
6030,2013,74,Best Song Ever,One Direction
6031,2013,75,The A Team,Ed Sheeran
6032,2013,76,Carry On,Fun
6033,2013,77,Highway Don't Care,Tim McGraw
6034,2013,78,That's My Kind of Night,Luke Bryan
6035,2013,79,Swimming Pools (Drank),Kendrick Lamar
6036,2013,80,Sure Be Cool If You Did,Blake Shelton
6037,2013,81,#Beautiful,Mariah Carey
6038,2013,82,Troublemaker,Olly Murs
6039,2013,83,Body Party,Ciara
6040,2013,84,Adorn,Miguel
6041,2013,85,Hall of Fame,The Script
6042,2013,86,Let Me Love You (Until You Learn to Love Yourself),Ne-Yo
6043,2013,87,U.O.E.N.O.,Rocko
6044,2013,88,Next to Me,Emeli Sandé
6045,2013,89,Mama's Broken Heart,Miranda Lambert
6046,2013,90,It Goes Like This,Thomas Rhett
6047,2013,91,Bugatti,Ace Hood
6048,2013,92,Wanted,Hunter Hayes
6049,2013,93,Downtown,Lady Antebellum
6050,2013,94,Get Your Shine On,Florida Georgia Line
6051,2013,95,#thatPower,will.i.am
6052,2013,96,Brave,Sara Bareilles
6053,2013,97,Let Her Go,Passenger
6054,2013,98,Runnin' Outta Moonlight,Randy Houser
6055,2013,99,I'm Different,2 Chainz
6056,2013,100,Still Into You,Paramore
6057,2014,,,
6058,2014,1,Happy,Pharrell Williams
6059,2014,2,Dark Horse,Katy Perry
6060,2014,3,All of Me,John Legend
6061,2014,4,Fancy,Iggy Azalea
6062,2014,5,Counting Stars,OneRepublic
6063,2014,6,Talk Dirty,Jason Derulo
6064,2014,7,Rude,Magic!
6065,2014,8,All About That Bass,Meghan Trainor
6066,2014,9,Problem,Ariana Grande
6067,2014,10,Stay with Me,Sam Smith
6068,2014,11,Timber,Pitbull
6069,2014,12,Pompeii,Bastille
6070,2014,13,Shake It Off,Taylor Swift
6071,2014,14,Am I Wrong,Nico & Vinz
6072,2014,15,Turn Down for What,DJ Snake
6073,2014,16,The Monster,Eminem
6074,2014,17,Say Something,A Great Big World
6075,2014,18,Team,Lorde
6076,2014,19,Let Her Go,Passenger
6077,2014,20,Royals,Lorde
6078,2014,21,Let It Go,Idina Menzel
6079,2014,22,Wake Me Up,Avicii
6080,2014,23,Demons,Imagine Dragons
6081,2014,24,Story of My Life,One Direction
6082,2014,25,Chandelier,Sia
6083,2014,26,Black Widow,Iggy Azalea
6084,2014,27,Bang Bang,Jessie J
6085,2014,28,Latch,Disclosure
6086,2014,29,Maps,Maroon 5
6087,2014,30,Loyal,Chris Brown
6088,2014,31,Best Day of My Life,American Authors
6089,2014,32,Habits (Stay High),Tove Lo
6090,2014,33,Summer,Calvin Harris
6091,2014,34,Boom Clap,Charli XCX
6092,2014,35,Drunk in Love,Beyoncé
6093,2014,36,Anaconda,Nicki Minaj
6094,2014,37,Break Free,Ariana Grande
6095,2014,38,Bailando,Enrique Iglesias
6096,2014,39,Burn,Ellie Goulding
6097,2014,40,Wiggle,Jason Derulo
6098,2014,41,Rather Be,Clean Bandit
6099,2014,42,Don't Tell 'Em,Jeremih
6100,2014,43,Show Me,Kid Ink
6101,2014,44,Wrecking Ball,Miley Cyrus
6102,2014,45,Not a Bad Thing,Justin Timberlake
6103,2014,46,Roar,Katy Perry
6104,2014,47,Ain't It Fun,Paramore
6105,2014,48,The Man,Aloe Blacc
6106,2014,49,This Is How We Roll,Florida Georgia Line
6107,2014,50,Classic,MKTO
6108,2014,51,A Sky Full of Stars,Coldplay
6109,2014,52,Don't,Ed Sheeran
6110,2014,53,Na Na,Trey Songz
6111,2014,54,Hot Boy,Bobby Shmurda
6112,2014,55,"Hold On, We're Going Home",Drake
6113,2014,56,Sing,Ed Sheeran
6114,2014,57,Radioactive,Imagine Dragons
6115,2014,58,My Hitta,YG
6116,2014,59,Cool Kids,Echosmith
6117,2014,60,Hey Brother,Avicii
6118,2014,61,Trumpets,Jason Derulo
6119,2014,62,Animals,Maroon 5
6120,2014,63,Burnin' It Down,Jason Aldean
6121,2014,64,Play It Again,Luke Bryan
6122,2014,65,2 On,Tinashe
6123,2014,66,Dirt,Florida Georgia Line
6124,2014,67,Love Runs Out,OneRepublic
6125,2014,68,Bottoms Up,Brantley Gilbert
6126,2014,69,Shower,Becky G
6127,2014,70,Me and My Broken Heart,Rixton
6128,2014,71,Animals,Martin Garrix
6129,2014,72,Lifestyle,Rich Gang
6130,2014,73,American Kids,Kenny Chesney
6131,2014,74,Brave,Sara Bareilles
6132,2014,75,Sweater Weather,The Neighbourhood
6133,2014,76,Leave the Night On,Sam Hunt
6134,2014,77,New Flame,Chris Brown
6135,2014,78,Love Never Felt So Good,Michael Jackson
6136,2014,79,Drunk on a Plane,Dierks Bentley
6137,2014,80,Birthday,Katy Perry
6138,2014,81,Bartender,Lady Antebellum
6139,2014,82,La La La,Naughty Boy
6140,2014,83,Blurred Lines,Robin Thicke
6141,2014,84,Do What U Want,Lady Gaga
6142,2014,85,Can't Remember to Forget You,Shakira
6143,2014,86,Amnesia,5 Seconds of Summer
6144,2014,87,No Mediocre,T.I.
6145,2014,88,Come with Me Now,KONGOS
6146,2014,89,Believe Me,Lil Wayne
6147,2014,90,23,Mike WiLL Made-It
6148,2014,91,Beachin',Jake Owen
6149,2014,92,White Walls,Macklemore & Ryan Lewis
6150,2014,93,She Looks So Perfect,5 Seconds of Summer
6151,2014,94,Stay the Night,Zedd
6152,2014,95,Partition,Beyoncé
